enterprise_value,signing_date,industry_sector,client_name,target_inc_country,percentage_to_be_sold
8000,2021-12-31,infrastructure,Catalano GmbH,SWZ,72
111000,2022-10-11,finance,Aponte PLC,MNG,74
185000,2026-04-01,infrastructure,Green International,PRI,29
79000,2021-12-31,creative,Kime SA,MYS,59
30000,2023-01-01,creative,Flores GmbH,ZMB,59
158000,2021-12-31,manufacturing,Harbin PLC,COD,17
41000,2022-07-07,retail,Anderson Ltd,ARG,21
33000,2026-04-01,retail,Trotter International,PRY,51
51000,2022-07-07,creative,Jones Inc,GIB,29
159000,2022-07-07,creative,Kersey Inc,CAF,64
13000,2026-04-01,creative,Chancellor SA,BEN,61
143000,2022-07-07,creative,Bass Ltd,GUM,39
163000,2026-04-01,finance,Francis SA,MSR,96
89000,2022-10-11,infrastructure,Poston GmbH,BHR,53
98000,2026-04-01,retail,Tardif International,MDA,99
98000,2022-10-11,finance,Davenport International,VAT,16
31000,2021-12-31,manufacturing,Pam GmbH,BRB,47
70000,2026-04-01,retail,Mayberry GmbH,FRA,36
57000,2023-01-01,creative,Wildes International,PYF,22
13000,2026-04-01,infrastructure,Fazzone Ltd,AGO,62
49000,2026-04-01,creative,Richter Ltd,FRO,86
138000,2023-01-01,infrastructure,Tebow GmbH,IND,100
74000,2022-10-11,retail,Hanchett Inc,COM,9
14000,2022-07-07,finance,Youngblood SA,AIA,75
124000,2022-10-11,infrastructure,Merrell Ltd,EGY,53
31000,2026-04-01,finance,Moses Ltd,GUM,1
19000,2021-12-31,manufacturing,Montalvo PLC,JOR,42
100000,2021-12-31,creative,Hamel International,HMD,9
49000,2023-01-01,creative,Lindberg PLC,MCO,84
156000,2021-12-31,creative,Johnson SA,LAO,20
163000,2026-04-01,finance,Lau Inc,SHN,96
25000,2022-10-11,retail,Romaine Ltd,CAF,24
10000,2021-12-31,manufacturing,Morris GmbH,SMR,36
77000,2026-04-01,retail,Craig Inc,GAB,19
119000,2022-07-07,manufacturing,Franklin Inc,PAN,82
34000,2022-07-07,manufacturing,Quick International,ATG,82
16000,2026-04-01,manufacturing,Murphy SA,DEU,7
135000,2021-12-31,retail,Garcia SA,CUW,59
143000,2021-12-31,retail,Bentley Inc,BVT,9
36000,2026-04-01,manufacturing,Hodgens GmbH,MUS,61
67000,2022-10-11,finance,Sackett Inc,MOZ,36
158000,2021-12-31,creative,Silverman PLC,MEX,26
7000,2021-12-31,finance,Shelton GmbH,PRK,7
153000,2022-10-11,manufacturing,Sowa PLC,GBR,10
145000,2023-01-01,finance,Jehlicka GmbH,SWE,2
67000,2021-12-31,finance,Martin PLC,SLB,93
199000,2022-10-11,infrastructure,Jeanpierre International,GMB,21
22000,2022-10-11,manufacturing,Taylor SA,LVA,48
85000,2022-07-07,creative,Gardner SA,SAU,92
65000,2021-12-31,manufacturing,Robbins SA,MRT,85
8000,2023-01-01,manufacturing,Muse SA,SWE,7
12000,2022-07-07,finance,Mcqueen SA,TUN,86
120000,2021-12-31,retail,Peterson GmbH,WSM,54
15000,2022-10-11,finance,Render International,HUN,13
105000,2022-07-07,infrastructure,Bynum International,MAC,82
191000,2023-01-01,infrastructure,Horton SA,KAZ,32
16000,2022-10-11,creative,Wallace GmbH,SDN,74
34000,2022-10-11,creative,Holt International,SUR,51
173000,2023-01-01,finance,Hurtubise Inc,TLS,97
103000,2022-10-11,manufacturing,Herring Inc,BRN,36
181000,2026-04-01,infrastructure,Bokor Inc,TGO,23
147000,2022-07-07,retail,Winter SA,MEX,61
121000,2023-01-01,finance,Hendrie GmbH,CUW,27
180000,2026-04-01,manufacturing,Crisp Ltd,IRQ,100
64000,2021-12-31,infrastructure,Haskin GmbH,SWE,29
65000,2026-04-01,infrastructure,Cox International,SPM,17
13000,2022-07-07,creative,Carter GmbH,BEL,60
161000,2021-12-31,creative,Bizzell GmbH,LSO,46
150000,2021-12-31,retail,Rawdon SA,FJI,46
27000,2026-04-01,finance,Flaherty International,AGO,75
91000,2026-04-01,retail,Akkerman Inc,SDN,5
122000,2021-12-31,finance,Fair GmbH,KAZ,67
59000,2022-10-11,retail,Paul Inc,CHN,67
34000,2022-10-11,finance,Worley Inc,TON,13
101000,2021-12-31,finance,Strickland Inc,BES,32
95000,2026-04-01,manufacturing,Behm International,GRD,53
44000,2023-01-01,finance,Keegan GmbH,BRB,70
159000,2026-04-01,creative,Christy PLC,BIH,9
120000,2022-10-11,infrastructure,Garafano GmbH,ZMB,12
54000,2023-01-01,finance,Norris GmbH,TON,99
51000,2022-07-07,creative,Luciano SA,FJI,26
34000,2026-04-01,finance,Seelbach International,SAU,15
152000,2026-04-01,retail,Hankins GmbH,THA,93
49000,2023-01-01,retail,Looney Ltd,REU,25
152000,2023-01-01,creative,Dodge GmbH,ALA,80
103000,2022-10-11,creative,Moore International,UMI,36
138000,2022-10-11,manufacturing,Reams GmbH,MUS,55
17000,2023-01-01,manufacturing,Ellison PLC,MCO,75
156000,2023-01-01,finance,Rosa Inc,AND,89
184000,2026-04-01,creative,Rodriguez SA,MNP,4
89000,2023-01-01,creative,Dillard Ltd,UKR,75
38000,2022-10-11,creative,Koontz PLC,NAM,80
157000,2021-12-31,manufacturing,Gertsch International,BRA,57
123000,2022-07-07,infrastructure,Rechtzigel International,HUN,10
46000,2022-10-11,infrastructure,Rubel Inc,ERI,84
54000,2021-12-31,infrastructure,Manganaro International,CCK,40
111000,2022-07-07,infrastructure,Williams Inc,ZWE,3
32000,2022-10-11,manufacturing,Riggs Inc,MAF,50
9000,2022-10-11,creative,Austin GmbH,SJM,45
87000,2026-04-01,manufacturing,Felan Inc,COG,46
157000,2022-10-11,creative,Benedict Ltd,URY,85
24000,2026-04-01,creative,Shirey International,SMR,75
27000,2023-01-01,manufacturing,Cosenza International,PCN,51
110000,2022-10-11,infrastructure,Mcmullin PLC,OMN,19
89000,2026-04-01,creative,Ward GmbH,UMI,83
132000,2021-12-31,creative,Kuntz GmbH,KWT,96
145000,2026-04-01,creative,Hatcher SA,CUB,61
145000,2022-10-11,retail,Wead Ltd,KWT,37
115000,2022-10-11,manufacturing,Goldbeck International,SEN,40
71000,2022-10-11,infrastructure,Campbell SA,TCA,25
151000,2026-04-01,creative,Weyrick International,UGA,1
183000,2022-10-11,infrastructure,Elliot PLC,TON,69
31000,2023-01-01,retail,Meyer SA,SGP,14
32000,2026-04-01,retail,Groves GmbH,GHA,93
151000,2023-01-01,retail,Christian Ltd,MNP,35
127000,2022-07-07,infrastructure,Reyes International,SAU,68
95000,2022-07-07,manufacturing,Sanzotta Inc,UKR,40
12000,2022-07-07,manufacturing,Oconnor Ltd,BRN,87
114000,2023-01-01,infrastructure,Lee Inc,CRI,72
106000,2023-01-01,infrastructure,Biggs SA,FIN,42
52000,2026-04-01,infrastructure,Large Inc,MCO,1
183000,2022-07-07,creative,Fox PLC,LIE,89
100000,2026-04-01,creative,Eddins Ltd,ALB,53
2000,2022-07-07,infrastructure,Atkins GmbH,VNM,69
67000,2023-01-01,retail,Stone PLC,FRA,78
172000,2021-12-31,manufacturing,Miller Inc,VUT,82
50000,2022-07-07,infrastructure,Morse SA,LBR,9
116000,2023-01-01,finance,Feliciano SA,GNQ,67
10000,2022-07-07,retail,Klien SA,BVT,51
130000,2026-04-01,infrastructure,Lannier PLC,HMD,90
161000,2022-10-11,finance,Childers International,NIU,92
140000,2026-04-01,finance,Eaton SA,PLW,1
167000,2022-10-11,retail,Morey SA,MYT,50
82000,2026-04-01,infrastructure,Melanson GmbH,VAT,28
192000,2022-10-11,retail,Gillum International,PRY,72
31000,2022-07-07,creative,Tipka Inc,ISR,70
186000,2022-07-07,creative,Jones SA,PLW,48
85000,2023-01-01,manufacturing,Campbell GmbH,GRD,6
134000,2023-01-01,creative,Hamilton Inc,VCT,46
194000,2022-07-07,finance,Dungee SA,MNP,10
65000,2026-04-01,infrastructure,Stallings Ltd,IND,23
45000,2026-04-01,infrastructure,Johnson International,SSD,21
180000,2026-04-01,retail,Leal SA,CAN,53
7000,2022-07-07,creative,Shifflett Inc,FRO,24
35000,2022-07-07,retail,Velazquez PLC,PSE,95
62000,2023-01-01,manufacturing,Cortez Ltd,TLS,49
20000,2022-07-07,creative,Shirley PLC,YEM,36
134000,2022-10-11,creative,Thomson PLC,NFK,72
140000,2026-04-01,creative,Greenley SA,WSM,96
162000,2023-01-01,finance,Ford Inc,ATG,67
66000,2026-04-01,manufacturing,Barnett Inc,KOR,70
112000,2022-07-07,manufacturing,Wilson SA,MCO,89
131000,2026-04-01,creative,Covington Ltd,TGO,45
39000,2023-01-01,finance,Mobley SA,REU,78
178000,2023-01-01,finance,Sollenberger GmbH,QAT,42
16000,2023-01-01,retail,Byer International,ATA,27
131000,2022-07-07,manufacturing,Moffitt SA,URY,16
125000,2022-10-11,retail,Preister SA,IMN,35
100000,2022-07-07,finance,Vega Inc,IND,86
183000,2023-01-01,finance,Toro Ltd,KWT,70
156000,2022-07-07,retail,Marcial PLC,CAN,22
177000,2021-12-31,manufacturing,Budreau Ltd,NFK,29
168000,2023-01-01,infrastructure,Carey Inc,COL,36
162000,2026-04-01,finance,Whitt SA,MYS,70
160000,2021-12-31,retail,Adame PLC,KAZ,69
63000,2022-10-11,retail,Dunbar GmbH,PHL,71
159000,2022-10-11,manufacturing,Moran International,TUV,63
86000,2022-07-07,creative,Mccall SA,GEO,88
49000,2026-04-01,retail,Yadao Ltd,BTN,72
135000,2022-10-11,retail,Johnston SA,SVK,34
139000,2022-07-07,infrastructure,Rivera Ltd,UMI,93
140000,2021-12-31,finance,Worrell Inc,JPN,37
127000,2022-10-11,retail,Stinson SA,TJK,27
38000,2022-07-07,infrastructure,Brennan PLC,ABW,92
67000,2026-04-01,retail,Bronson SA,ATA,77
125000,2022-10-11,creative,Miracle Inc,CZE,41
172000,2026-04-01,finance,Yarbrough Ltd,AZE,9
180000,2021-12-31,creative,Irving SA,MNE,58
173000,2021-12-31,manufacturing,Hamilton SA,SWE,77
63000,2022-10-11,finance,Bates Inc,BRN,26
93000,2021-12-31,finance,Johnson Ltd,COM,52
118000,2026-04-01,manufacturing,Papik PLC,NIU,11
98000,2026-04-01,finance,Henderson SA,MKD,19
130000,2023-01-01,finance,Regan PLC,DOM,94
116000,2022-10-11,creative,Wanty PLC,NPL,21
184000,2022-10-11,infrastructure,Hand SA,POL,50
160000,2021-12-31,retail,Beltran PLC,BIH,36
153000,2023-01-01,finance,Bennett SA,MTQ,83
127000,2022-07-07,finance,Mattson SA,NFK,29
54000,2022-07-07,manufacturing,Dagley Inc,MNG,88
151000,2021-12-31,manufacturing,Caneles PLC,IRN,82
13000,2021-12-31,manufacturing,Pitts GmbH,WSM,32
173000,2022-07-07,manufacturing,Skeens Ltd,GTM,41
106000,2021-12-31,infrastructure,Jones GmbH,ATG,72
85000,2022-07-07,retail,Middleton Inc,MWI,92
69000,2022-10-11,finance,Paul International,ZAF,88
175000,2022-07-07,retail,Manzanares Ltd,TWN,6
48000,2026-04-01,manufacturing,Moore Ltd,CRI,80
85000,2026-04-01,infrastructure,Weisenfluh GmbH,TUN,26
31000,2023-01-01,retail,Tedrow Inc,PAK,80
81000,2021-12-31,manufacturing,Malinowski SA,MRT,7
63000,2021-12-31,creative,English PLC,GEO,91
60000,2021-12-31,finance,King Ltd,ZWE,50
158000,2021-12-31,finance,Garner International,NIC,31
106000,2022-10-11,retail,Kotterna PLC,SLE,40
64000,2023-01-01,retail,Barnes GmbH,POL,77
13000,2021-12-31,retail,Haynes SA,HMD,27
26000,2022-07-07,manufacturing,Hall PLC,GUM,97
19000,2022-10-11,creative,Ratliff International,TUR,75
146000,2026-04-01,manufacturing,Tirk GmbH,ATG,75
58000,2021-12-31,retail,Espinoza International,UZB,30
74000,2021-12-31,infrastructure,Estrada International,GIN,17
0000,2022-07-07,infrastructure,Lopez Inc,MCO,50
129000,2021-12-31,creative,Vogt PLC,BTN,8
145000,2021-12-31,creative,Rivera Ltd,USA,57
176000,2022-10-11,infrastructure,Dailey GmbH,ARE,96
101000,2021-12-31,manufacturing,Monroe SA,SLB,17
103000,2021-12-31,creative,Reyes International,MOZ,65
94000,2023-01-01,manufacturing,Brown Inc,MOZ,26
142000,2023-01-01,creative,Williams GmbH,BEL,50
84000,2022-10-11,finance,Gilliland Inc,BEN,48
18000,2026-04-01,creative,Sisneros PLC,AND,50
130000,2026-04-01,creative,Denton International,SAU,45
170000,2022-07-07,creative,Alvarez SA,LBR,12
149000,2021-12-31,manufacturing,Campbell PLC,BGD,77
92000,2023-01-01,finance,Robinson PLC,CUB,62
145000,2022-10-11,infrastructure,Epstein Inc,FSM,65
87000,2022-10-11,retail,Krol SA,GGY,18
20000,2026-04-01,retail,Anderson PLC,SLV,15
130000,2021-12-31,infrastructure,Gray Inc,CYP,90
169000,2022-10-11,finance,Reyes SA,SDN,16
43000,2026-04-01,retail,Torres International,BHS,58
97000,2026-04-01,manufacturing,Pardini Inc,DZA,52
79000,2022-07-07,finance,Rogers International,PAN,5
174000,2023-01-01,creative,Zenker Ltd,JOR,8
157000,2022-07-07,finance,Roye Inc,AGO,11
175000,2026-04-01,retail,Green International,SRB,62
41000,2023-01-01,retail,Bateman Inc,BFA,93
12000,2021-12-31,creative,Walburn International,UGA,1
16000,2023-01-01,retail,Sterlace GmbH,IRQ,77
61000,2023-01-01,creative,Damelio Inc,CUW,77
33000,2022-07-07,infrastructure,Trexler GmbH,BGR,11
135000,2022-10-11,manufacturing,Aslanian SA,CPV,96
57000,2026-04-01,creative,Johnson Ltd,NGA,95
178000,2021-12-31,retail,Perez SA,FRO,65
101000,2023-01-01,manufacturing,Mudd Ltd,NRU,80
176000,2021-12-31,finance,Horne International,MKD,22
31000,2022-07-07,retail,Marler PLC,TKL,6
80000,2021-12-31,retail,Edgar PLC,CAN,48
173000,2022-07-07,creative,Ball International,NIU,32
174000,2023-01-01,manufacturing,Fryar PLC,MNG,96
125000,2026-04-01,infrastructure,Gale PLC,IOT,77
91000,2026-04-01,infrastructure,Wilson PLC,BRN,96
134000,2023-01-01,manufacturing,Mattson Ltd,CUW,56
138000,2023-01-01,infrastructure,Giampietro GmbH,FIN,35
186000,2022-07-07,manufacturing,Ohaver Ltd,TUV,92
99000,2023-01-01,manufacturing,Blassingame GmbH,ATA,72
103000,2022-10-11,finance,Palmer SA,HND,70
39000,2026-04-01,finance,Abbey GmbH,BOL,20
138000,2023-01-01,manufacturing,Hoke PLC,CUW,8
72000,2026-04-01,retail,Ferraro International,MSR,93
110000,2022-10-11,finance,Morris GmbH,USA,64
165000,2021-12-31,infrastructure,Sheffield SA,NER,30
94000,2023-01-01,finance,Lawson International,PSE,24
163000,2026-04-01,infrastructure,Norris Ltd,AGO,43
126000,2023-01-01,manufacturing,Kahl PLC,DZA,11
156000,2022-10-11,infrastructure,Provenzano Inc,IRQ,69
195000,2026-04-01,finance,Blanchard PLC,TKM,94
177000,2021-12-31,finance,Singleton Ltd,CIV,84
28000,2026-04-01,infrastructure,Wright GmbH,ARM,50
69000,2021-12-31,infrastructure,Willingham SA,DZA,32
157000,2022-07-07,creative,Sharpe Ltd,DJI,36
79000,2026-04-01,retail,Frates PLC,UZB,23
141000,2026-04-01,infrastructure,Roberts International,GRD,13
61000,2026-04-01,infrastructure,Koeller Inc,SVK,96
126000,2022-10-11,manufacturing,Townsend Inc,CYP,83
155000,2022-07-07,manufacturing,Smith International,NGA,16
177000,2023-01-01,manufacturing,Roberts SA,TKM,53
21000,2023-01-01,retail,Patrick PLC,BFA,92
141000,2026-04-01,creative,Johnson Inc,MLT,50
184000,2026-04-01,infrastructure,Johnson PLC,BVT,85
51000,2026-04-01,manufacturing,Roberson Inc,IMN,32
184000,2026-04-01,creative,Ackerman International,AIA,18
99000,2023-01-01,finance,Harris International,CHL,13
38000,2022-07-07,infrastructure,Nguyen Inc,AGO,39
66000,2022-10-11,retail,Pettinato PLC,CMR,34
60000,2026-04-01,retail,Mcmanus GmbH,TUN,6
101000,2026-04-01,retail,Kyle Inc,UKR,56
13000,2022-07-07,retail,Begay GmbH,BHR,22
66000,2026-04-01,finance,Sandoval GmbH,JOR,81
135000,2023-01-01,manufacturing,Coger GmbH,URY,24
109000,2023-01-01,retail,Randall GmbH,CAF,100
82000,2026-04-01,retail,Hoganson GmbH,YEM,31
18000,2026-04-01,creative,Budney SA,BVT,94
10000,2023-01-01,infrastructure,Rushing GmbH,CHL,23
111000,2021-12-31,finance,Gilpatrick PLC,BWA,98
29000,2026-04-01,infrastructure,Stein PLC,PHL,70
124000,2021-12-31,finance,Turner PLC,PSE,60
182000,2026-04-01,manufacturing,Smith GmbH,LBN,30
39000,2026-04-01,retail,Streett PLC,GUY,69
47000,2022-07-07,manufacturing,Uresti SA,SAU,70
157000,2023-01-01,retail,Vidales SA,SGS,59
105000,2022-10-11,finance,Randle Ltd,DJI,12
140000,2021-12-31,infrastructure,Malone Ltd,COG,61
19000,2021-12-31,manufacturing,Clay International,MAR,11
94000,2026-04-01,infrastructure,Wight Inc,KNA,17
102000,2026-04-01,creative,Bradley PLC,HND,31
55000,2022-10-11,retail,Mauro PLC,VNM,71
130000,2023-01-01,creative,Gilliam PLC,GIN,26
154000,2022-07-07,infrastructure,Orr International,ATG,18
143000,2022-07-07,manufacturing,Jacobson International,DMA,85
47000,2022-07-07,manufacturing,Lederer PLC,ROU,32
41000,2022-07-07,finance,Tyler Inc,ESH,23
191000,2022-10-11,finance,Workman SA,MAF,83
118000,2021-12-31,retail,Gammage PLC,DJI,45
129000,2022-07-07,retail,Deponte Inc,ROU,55
11000,2022-07-07,finance,Childs International,CYP,47
39000,2022-07-07,creative,Van Ltd,KWT,53
11000,2022-10-11,retail,Cashion Inc,MLT,38
112000,2023-01-01,finance,Barrios International,HUN,42
55000,2022-07-07,retail,Cordes PLC,NCL,58
22000,2022-07-07,retail,Gutierrez GmbH,CYP,86
10000,2022-07-07,creative,Mimnaugh SA,MKD,34
183000,2022-10-11,finance,Ali Ltd,GBR,32
42000,2022-07-07,retail,Hernandez SA,TWN,16
5000,2022-07-07,finance,Brown International,MNP,5
108000,2026-04-01,finance,Orphey International,LBR,10
50000,2026-04-01,manufacturing,Wallace SA,YEM,52
51000,2026-04-01,manufacturing,Risser Ltd,UKR,91
91000,2022-07-07,manufacturing,Green Inc,GMB,78
62000,2023-01-01,manufacturing,Duarte GmbH,ATF,12
172000,2022-10-11,creative,Curry International,BDI,74
118000,2022-10-11,finance,Villegas PLC,NFK,88
141000,2022-07-07,creative,Coleman International,MYS,54
121000,2021-12-31,retail,Kelly International,SWE,98
9000,2023-01-01,finance,Sprinkel GmbH,PRI,60
190000,2022-07-07,retail,Martinez Inc,MYS,74
93000,2023-01-01,retail,Arrowsmith Ltd,BRN,30
8000,2022-10-11,manufacturing,Gilmore PLC,BEL,71
68000,2023-01-01,manufacturing,Reed SA,LSO,82
25000,2022-07-07,retail,Ray Ltd,MDG,6
92000,2022-07-07,manufacturing,Griffin Ltd,BGD,43
113000,2023-01-01,retail,Rivera GmbH,TLS,51
36000,2026-04-01,finance,Kelly Inc,ESH,99
189000,2022-07-07,manufacturing,Markley Ltd,PLW,13
120000,2022-10-11,creative,Rodriguez Ltd,MEX,69
197000,2021-12-31,manufacturing,Sinha SA,MLT,34
6000,2021-12-31,infrastructure,Reyna International,MNE,77
28000,2022-07-07,creative,Hashim GmbH,SGS,82
81000,2021-12-31,retail,Robinson Ltd,VEN,40
46000,2022-10-11,finance,Salgado GmbH,SWE,99
177000,2022-07-07,finance,Curtis International,SSD,35
7000,2023-01-01,creative,Reisman Ltd,PSE,19
145000,2022-07-07,finance,Ho Inc,BMU,2
79000,2021-12-31,finance,Howard PLC,NZL,69
116000,2022-07-07,finance,Dashnaw International,MMR,64
100000,2022-10-11,infrastructure,Davis PLC,POL,58
75000,2022-10-11,retail,Caldwell SA,LBN,7
170000,2022-10-11,retail,Riccio Ltd,BOL,48
133000,2021-12-31,creative,Davis PLC,TON,34
144000,2021-12-31,finance,Gates Ltd,DNK,33
178000,2021-12-31,manufacturing,Steelman SA,ABW,34
11000,2022-07-07,retail,Flores GmbH,MRT,96
137000,2026-04-01,retail,Eliason Ltd,MWI,78
23000,2023-01-01,retail,Nichols GmbH,TTO,1
49000,2021-12-31,retail,Roberts PLC,MEX,34
115000,2026-04-01,retail,Williams Inc,BMU,99
172000,2022-07-07,retail,Carter Inc,BTN,49
152000,2021-12-31,finance,Wilbon GmbH,IOT,22
158000,2026-04-01,creative,Shanks GmbH,KIR,18
74000,2021-12-31,finance,Manning GmbH,MNG,4
98000,2026-04-01,manufacturing,Sowers Inc,MDV,80
184000,2026-04-01,infrastructure,Levine Inc,EGY,84
167000,2022-07-07,creative,Lovell Ltd,PRK,68
151000,2022-10-11,finance,Carlson GmbH,CRI,96
74000,2023-01-01,infrastructure,Brauner GmbH,BHR,74
56000,2023-01-01,finance,Collins International,GNQ,65
186000,2022-07-07,manufacturing,Ferguson SA,ARE,90
173000,2026-04-01,infrastructure,Fuentes Ltd,ASM,28
90000,2026-04-01,retail,Davis SA,MYT,5
75000,2021-12-31,manufacturing,Oakman SA,BIH,27
192000,2021-12-31,creative,Crook GmbH,TUV,11
47000,2022-07-07,finance,Lawrence International,COL,78
140000,2023-01-01,retail,Mireles Ltd,GLP,83
148000,2026-04-01,finance,Carnes Inc,ATG,5
13000,2023-01-01,retail,Lutz International,AND,95
77000,2022-10-11,manufacturing,Ober SA,CXR,45
89000,2021-12-31,creative,Ratliff International,PRK,94
165000,2022-07-07,manufacturing,Costa Inc,ISL,87
117000,2022-10-11,creative,Gama Ltd,TTO,17
81000,2026-04-01,infrastructure,Deere PLC,TON,20
57000,2021-12-31,retail,Shipley International,OMN,52
104000,2023-01-01,manufacturing,Slavin Ltd,DJI,13
123000,2022-10-11,creative,Vizarro PLC,CIV,1
143000,2026-04-01,manufacturing,Litwin International,KOR,25
32000,2023-01-01,manufacturing,Snider Ltd,TKM,33
18000,2026-04-01,creative,Frost GmbH,BGR,8
24000,2022-07-07,creative,Mota GmbH,NER,63
150000,2026-04-01,manufacturing,Flaherty Inc,PNG,9
114000,2022-10-11,retail,Gompf SA,BLZ,88
123000,2023-01-01,manufacturing,Mulligan Inc,SLB,33
173000,2023-01-01,retail,Hodges International,TLS,27
92000,2026-04-01,infrastructure,Lopez International,ZAF,31
163000,2021-12-31,retail,Cole PLC,GNB,72
184000,2022-10-11,creative,Merson SA,MCO,61
3000,2022-07-07,manufacturing,Foster Inc,NZL,8
117000,2023-01-01,finance,Solis International,BHR,21
135000,2023-01-01,retail,Dunlap Inc,MNP,94
127000,2023-01-01,creative,Torrez GmbH,IRN,26
155000,2023-01-01,infrastructure,Blackwell PLC,SGP,77
194000,2021-12-31,manufacturing,Hanlon Inc,CHL,41
102000,2022-10-11,creative,Miller GmbH,BRB,93
184000,2022-10-11,infrastructure,Saunders SA,QAT,87
115000,2022-10-11,creative,Mcgowan SA,TKL,43
151000,2022-07-07,creative,Jarzombek International,PSE,29
29000,2021-12-31,infrastructure,Angotti Inc,ATF,75
189000,2022-10-11,creative,Maresco SA,UZB,68
132000,2022-07-07,finance,Greene PLC,BVT,4
